Campaign_ID,Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Company
174495,Women 45-60,Increase Sales,15 Days,Twitter,0.04,$2773.24,7.2,Los Angeles,English,6788,21628,3,Technology,2022-01-04,Silicon Saga
616013,Women 18-24,Product Launch,15 Days,Facebook,0.02,$2773.30,5.16,Los Angeles,English,6789,21628,6,Technology,2022-06-08,Innovate Infinity
233365,Men 35-44,Increase Sales,15 Days,Facebook,0.03,$2774.31,0.2,Los Angeles,English,6791,21636,9,Technology,2022-03-07,Cyber Circuit
659396,Women 18-24,Brand Awareness,15 Days,Facebook,0.06,$2778.53,7.09,Los Angeles,English,6800,21663,3,Technology,2022-12-29,Gadget Giants
295121,Women 35-44,Brand Awareness,15 Days,Twitter,0.09,$2785.11,3.84,Los Angeles,English,6815,21707,4,Technology,2022-03-15,Code Crafters
752584,All Ages,Market Expansion,15 Days,Twitter,0.15,$2786.51,0.25,Los Angeles,English,6819,21719,7,Technology,2022-09-13,Silicon Saga
429408,Women 35-44,Brand Awareness,15 Days,Twitter,0.04,$2786.86,2.94,Los Angeles,English,6821,21723,2,Technology,2022-07-11,Giga Geeks
805754,All Ages,Product Launch,15 Days,Pinterest,0.03,$2788.12,0.8794365372568951,Los Angeles,English,4007,14031,1,Technology,2022-05-21,Gadget Giants
137358,Men 25-34,Brand Awareness,15 Days,Twitter,0.13,$2793.08,2.67,Los Angeles,English,6837,21771,5,Technology,2022-07-07,NexGen Nerds
759401,All Ages,Product Launch,15 Days,Instagram,0.02,$2794.04,5.87,Los Angeles,English,6840,21779,6,Technology,2022-03-14,Tech Titans
570958,Men 25-34,Increase Sales,15 Days,Instagram,0.14,$2794.30,5.69,Los Angeles,English,6841,21782,1,Technology,2022-12-19,Quantum Quirks
828440,Men 25-34,Increase Sales,15 Days,Instagram,0.02,$2796.29,7.75,Los Angeles,English,6845,21794,5,Technology,2022-10-22,Code Crafters
712895,Women 35-44,Market Expansion,15 Days,Twitter,0.08,$2798.83,7.2,Los Angeles,English,6851,21812,10,Technology,2022-10-04,Pixel Pioneers
681247,Men 25-34,Product Launch,15 Days,Instagram,0.05,$2806.10,2.36,Los Angeles,English,6870,21869,6,Technology,2022-05-26,Giga Geeks
505316,Men 18-24,Brand Awareness,15 Days,Twitter,0.11,$2808.77,2.71,Los Angeles,English,6875,21885,6,Technology,2022-04-16,Silicon Saga
651299,All Ages,Increase Sales,15 Days,Facebook,0.09,$2809.60,6.0,Los Angeles,English,6878,21893,7,Technology,2022-12-02,Quantum Quirks
361934,Women 18-24,Brand Awareness,15 Days,Instagram,0.14,$2812.62,7.08,Los Angeles,English,6886,21917,5,Technology,2022-08-02,Gadget Giants
801032,Women 35-44,Brand Awareness,15 Days,Twitter,0.01,$2815.78,7.1,Los Angeles,English,6894,21939,6,Technology,2022-04-06,Innovate Infinity
128283,Men 25-34,Increase Sales,15 Days,Twitter,0.13,$2820.72,7.5,Los Angeles,English,6907,21979,4,Technology,2022-09-11,Cyber Circuit
108328,Men 35-44,Market Expansion,15 Days,Facebook,0.07,$2823.33,7.2,Los Angeles,English,6914,21998,6,Technology,2022-09-14,Tech Titans
236057,Women 45-60,Market Expansion,15 Days,Instagram,0.08,$2833.86,7.7,Los Angeles,English,6943,22086,7,Technology,2022-12-13,Silicon Saga
233499,All Ages,Increase Sales,15 Days,Instagram,0.1,$2839.03,7.38,Los Angeles,English,6955,22122,1,Technology,2022-06-12,Code Crafters
157125,Men 35-44,Brand Awareness,15 Days,Facebook,0.02,$2846.39,0.84,Los Angeles,English,6973,22173,9,Technology,2022-12-12,Cyber Circuit
816605,Men 25-34,Increase Sales,15 Days,Instagram,0.09,$2853.72,5.7,Los Angeles,English,6992,22229,5,Technology,2022-02-14,Silicon Saga
197987,Women 18-24,Increase Sales,15 Days,Instagram,0.09,$2862.04,5.66,Los Angeles,English,7013,22292,2,Technology,2022-03-01,Pixel Pioneers
908284,Men 45-60,Increase Sales,15 Days,Facebook,0.11,$2864.27,1.08,Los Angeles,English,7020,22312,2,Technology,2022-12-12,Giga Geeks
872450,Men 45-60,Increase Sales,15 Days,Instagram,0.07,$2864.96,5.21,Los Angeles,English,7022,22318,8,Technology,2022-11-15,Tech Titans
949333,Men 25-34,Product Launch,15 Days,Instagram,0.11,$2886.21,6.94,Los Angeles,English,7079,22488,6,Technology,2022-10-14,Giga Geeks
390221,Women 35-44,Market Expansion,15 Days,Pinterest,0.12,$2886.77,0.0303870348239171,Los Angeles,English,4158,14523,1,Technology,2022-11-11,Innovate Infinity
331898,Women 35-44,Market Expansion,15 Days,Instagram,0.07,$2889.83,7.1,Los Angeles,English,7090,22519,4,Technology,2022-01-26,Pixel Pioneers
184052,Women 25-34,Product Launch,15 Days,Instagram,0.11,$2889.91,2.28,Los Angeles,English,7090,22521,7,Technology,2022-01-04,Quantum Quirks
749177,Women 25-34,Increase Sales,15 Days,Instagram,0.02,$2895.58,5.47,Los Angeles,English,7104,22563,5,Technology,2022-04-11,Pixel Pioneers
423628,Women 35-44,Brand Awareness,15 Days,Pinterest,0.07,$2897.99,0.3396198009731911,Los Angeles,English,4175,14578,1,Technology,2022-02-27,Quantum Quirks
388724,Men 45-60,Market Expansion,15 Days,Twitter,0.11,$2907.53,3.66,Los Angeles,English,7134,22651,4,Technology,2022-06-11,Quantum Quirks
240658,Men 45-60,Product Launch,15 Days,Instagram,0.07,$2912.00,3.85,Los Angeles,English,7147,22689,10,Technology,2022-02-18,NexGen Nerds
371136,Men 18-24,Brand Awareness,15 Days,Twitter,0.07,$2915.01,6.45,Los Angeles,English,7156,22716,6,Technology,2022-09-29,Gadget Giants
455589,Women 35-44,Increase Sales,15 Days,Pinterest,0.07,$2922.52,0.0965235223818543,Los Angeles,English,4215,14705,1,Technology,2022-07-01,Cyber Circuit
963468,Women 45-60,Brand Awareness,15 Days,Instagram,0.12,$2923.09,6.65,Los Angeles,English,7179,22783,6,Technology,2022-04-12,Pixel Pioneers
452434,Men 25-34,Product Launch,15 Days,Instagram,0.06,$2923.23,4.1,Los Angeles,English,7179,22786,3,Technology,2022-02-03,Silicon Saga
895869,All Ages,Market Expansion,15 Days,Facebook,0.13,$2923.75,0.03,Los Angeles,English,7180,22788,3,Technology,2022-02-18,Gadget Giants
637214,Women 18-24,Market Expansion,15 Days,Twitter,0.11,$2935.07,7.98,Los Angeles,English,7205,22863,1,Technology,2022-10-28,Quantum Quirks
724062,Women 25-34,Increase Sales,15 Days,Twitter,0.02,$2935.93,2.32,Los Angeles,English,7208,22869,10,Technology,2022-07-16,Gadget Giants
178216,All Ages,Market Expansion,15 Days,Instagram,0.12,$2937.27,4.76,Los Angeles,English,7211,22879,1,Technology,2022-03-24,Tech Titans
997465,Women 45-60,Increase Sales,15 Days,Pinterest,0.08,$2939.23,0.8508369750696789,Los Angeles,English,4237,14780,1,Technology,2022-06-29,Giga Geeks
941592,Women 25-34,Increase Sales,15 Days,Facebook,0.02,$2948.89,7.87,Los Angeles,English,7243,22974,9,Technology,2022-09-16,Innovate Infinity
850586,Men 25-34,Product Launch,15 Days,Pinterest,0.14,$2949.59,0.1483602288461835,Los Angeles,English,4255,14836,1,Technology,2022-03-20,Quantum Quirks
743700,Men 45-60,Increase Sales,15 Days,Instagram,0.11,$2950.34,0.29,Los Angeles,English,7247,22987,10,Technology,2022-12-22,Quantum Quirks
698235,Women 35-44,Market Expansion,15 Days,Pinterest,0.13,$2953.43,1.38529129344328,Los Angeles,English,4261,14856,1,Technology,2022-10-01,Silicon Saga
410603,Women 25-34,Market Expansion,15 Days,Instagram,0.14,$2957.19,4.37,Los Angeles,English,7264,23037,9,Technology,2022-04-13,Quantum Quirks
334643,Men 35-44,Market Expansion,15 Days,Instagram,0.08,$2957.26,7.37,Los Angeles,English,7264,23037,4,Technology,2022-11-28,NexGen Nerds
841922,Women 35-44,Increase Sales,15 Days,Twitter,0.14,$2957.74,0.46,Los Angeles,English,7266,23042,5,Technology,2022-03-16,Silicon Saga
252647,Women 25-34,Product Launch,15 Days,Twitter,0.14,$2958.72,1.67,Los Angeles,English,7269,23049,7,Technology,2022-12-07,NexGen Nerds
386272,Men 35-44,Increase Sales,15 Days,Pinterest,0.03,$2961.04,0.9187609352643172,Los Angeles,English,4272,14893,1,Technology,2022-01-18,Silicon Saga
428815,Women 18-24,Market Expansion,15 Days,Facebook,0.13,$2961.40,4.24,Los Angeles,English,7276,23071,9,Technology,2022-11-07,Gadget Giants
993218,Women 45-60,Brand Awareness,15 Days,Twitter,0.12,$2968.75,0.04,Los Angeles,English,7294,23125,9,Technology,2022-10-07,Gadget Giants
191766,Men 18-24,Product Launch,15 Days,Facebook,0.04,$2970.01,3.65,Los Angeles,English,7298,23136,1,Technology,2022-07-19,Pixel Pioneers
145945,Men 35-44,Brand Awareness,15 Days,Pinterest,0.1,$2971.04,0.0625615422845352,Los Angeles,English,4288,14942,1,Technology,2022-09-09,Gadget Giants
575026,Men 45-60,Product Launch,15 Days,Twitter,0.11,$2971.54,6.06,Los Angeles,English,7302,23149,7,Technology,2022-04-13,Silicon Saga
744615,Women 35-44,Increase Sales,15 Days,Facebook,0.07,$2976.02,6.56,Los Angeles,English,7314,23185,4,Technology,2022-01-17,Silicon Saga
377876,Women 18-24,Market Expansion,15 Days,Twitter,0.13,$2979.50,3.36,Los Angeles,English,7321,23205,2,Technology,2022-06-28,Cyber Circuit
596270,Women 18-24,Brand Awareness,15 Days,Pinterest,0.1,$2981.77,0.6381277313022592,Los Angeles,English,4303,14993,1,Technology,2022-05-09,Code Crafters
234035,Men 18-24,Increase Sales,15 Days,Instagram,0.11,$2984.79,7.38,Los Angeles,English,7334,23242,7,Technology,2022-10-01,Cyber Circuit
883337,Men 35-44,Increase Sales,15 Days,Twitter,0.07,$2988.82,3.38,Los Angeles,English,7347,23283,8,Technology,2022-11-08,Tech Titans
940809,Men 45-60,Product Launch,15 Days,Pinterest,0.03,$2992.58,1.2190563382300863,Los Angeles,English,4320,15049,1,Technology,2022-05-23,Code Crafters
817506,Women 45-60,Brand Awareness,15 Days,Twitter,0.12,$2996.37,7.98,Los Angeles,English,7367,23342,7,Technology,2022-12-02,Innovate Infinity
674753,Women 18-24,Brand Awareness,15 Days,Facebook,0.04,$2997.51,3.98,Los Angeles,English,7372,23357,4,Technology,2022-10-02,Gadget Giants
367759,Men 45-60,Increase Sales,15 Days,Twitter,0.12,$3001.21,3.42,Los Angeles,English,7383,23389,8,Technology,2022-04-24,Cyber Circuit
189399,Women 25-34,Increase Sales,15 Days,Pinterest,0.1,$3002.56,0.5183670646432919,Los Angeles,English,4338,15106,1,Technology,2022-07-22,Gadget Giants
924287,Men 18-24,Product Launch,15 Days,Pinterest,0.13,$3009.86,0.0411118706441231,Los Angeles,English,4348,15140,1,Technology,2022-05-04,Quantum Quirks
707151,Men 45-60,Increase Sales,15 Days,Instagram,0.14,$3010.11,6.36,Los Angeles,English,7405,23454,5,Technology,2022-01-12,Tech Titans
145251,Women 45-60,Brand Awareness,15 Days,Instagram,0.12,$3013.32,0.65,Los Angeles,English,7413,23479,3,Technology,2022-09-05,Code Crafters
789853,All Ages,Brand Awareness,15 Days,Pinterest,0.02,$3017.61,0.9759600596387494,Los Angeles,English,4362,15184,1,Technology,2022-07-01,NexGen Nerds
951695,Women 18-24,Product Launch,15 Days,Pinterest,0.06,$3018.03,1.36741656707627,Los Angeles,English,4362,15187,1,Technology,2022-08-18,Cyber Circuit
533421,All Ages,Market Expansion,15 Days,Instagram,0.09,$3028.21,4.27,Los Angeles,English,7454,23600,1,Technology,2022-03-15,Code Crafters
364089,Men 45-60,Brand Awareness,15 Days,Facebook,0.12,$3035.92,7.22,Los Angeles,English,7473,23656,4,Technology,2022-05-18,Innovate Infinity
384909,Women 18-24,Market Expansion,15 Days,Facebook,0.04,$3038.44,1.87,Los Angeles,English,7479,23673,6,Technology,2022-07-21,Code Crafters
963468,Men 25-34,Brand Awareness,15 Days,Twitter,0.03,$3044.09,3.72,Los Angeles,English,7494,23716,7,Technology,2022-08-14,Innovate Infinity
843628,Men 18-24,Product Launch,15 Days,Facebook,0.04,$3047.63,1.16,Los Angeles,English,7501,23739,7,Technology,2022-02-26,Quantum Quirks
508934,Women 45-60,Product Launch,15 Days,Instagram,0.09,$3048.17,1.2,Los Angeles,English,7503,23743,4,Technology,2022-09-27,Tech Titans
298738,Men 35-44,Product Launch,15 Days,Facebook,0.03,$3051.42,1.96,Los Angeles,English,7511,23767,5,Technology,2022-09-04,Quantum Quirks
175015,Women 35-44,Product Launch,15 Days,Twitter,0.14,$3054.22,6.58,Los Angeles,English,7517,23785,2,Technology,2022-04-11,Code Crafters
359523,Women 45-60,Product Launch,15 Days,Instagram,0.02,$3057.56,1.1,Los Angeles,English,7527,23814,6,Technology,2022-10-30,Cyber Circuit
570874,Men 18-24,Market Expansion,15 Days,Facebook,0.04,$3066.33,3.52,Los Angeles,English,7549,23880,8,Technology,2022-05-23,NexGen Nerds
483829,Men 25-34,Market Expansion,15 Days,Instagram,0.13,$3067.28,3.96,Los Angeles,English,7553,23891,5,Technology,2022-03-21,Tech Titans
318654,Women 45-60,Increase Sales,15 Days,Facebook,0.14,$3069.71,7.11,Los Angeles,English,7559,23909,8,Technology,2022-09-29,Silicon Saga
902080,Women 45-60,Product Launch,15 Days,Instagram,0.07,$3075.15,7.48,Los Angeles,English,7574,23953,5,Technology,2022-04-28,NexGen Nerds
935768,Men 35-44,Brand Awareness,15 Days,Twitter,0.02,$3075.21,3.9,Los Angeles,English,7574,23954,2,Technology,2022-06-03,Code Crafters
367549,Women 18-24,Increase Sales,15 Days,Facebook,0.02,$3078.12,1.1,Los Angeles,English,7582,23977,10,Technology,2022-02-16,Pixel Pioneers
488410,Women 18-24,Brand Awareness,15 Days,Facebook,0.04,$3083.47,4.61,Los Angeles,English,7595,24017,1,Technology,2022-04-30,Giga Geeks
131293,Women 25-34,Product Launch,15 Days,Twitter,0.05,$3086.88,6.2,Los Angeles,English,7604,24042,2,Technology,2022-08-06,Gadget Giants
974174,Women 45-60,Market Expansion,15 Days,Facebook,0.05,$3088.04,7.79,Los Angeles,English,7607,24051,2,Technology,2022-09-03,Innovate Infinity
129663,Men 25-34,Product Launch,15 Days,Facebook,0.15,$3090.38,0.52,Los Angeles,English,7612,24067,2,Technology,2022-09-10,NexGen Nerds
808634,Men 18-24,Market Expansion,15 Days,Twitter,0.01,$3094.45,7.1,Los Angeles,English,7622,24096,9,Technology,2022-04-20,Cyber Circuit
680340,Women 35-44,Product Launch,15 Days,Twitter,0.07,$3096.68,3.53,Los Angeles,English,7628,24114,2,Technology,2022-10-22,Gadget Giants
989694,Women 18-24,Brand Awareness,15 Days,Pinterest,0.08,$3097.38,0.8919488457138022,Los Angeles,English,4481,15572,1,Technology,2022-04-07,Innovate Infinity
880255,Men 35-44,Brand Awareness,15 Days,Pinterest,0.08,$3099.14,1.2583807362375083,Los Angeles,English,4484,15581,1,Technology,2022-08-17,Innovate Infinity
822301,Men 18-24,Market Expansion,15 Days,Instagram,0.06,$3100.26,1.5,Los Angeles,English,7637,24140,8,Technology,2022-08-20,Giga Geeks
994647,Women 45-60,Product Launch,15 Days,Twitter,0.11,$3103.19,5.9,Los Angeles,English,7645,24164,6,Technology,2022-12-10,Giga Geeks
656620,Women 18-24,Increase Sales,15 Days,Facebook,0.04,$3105.73,7.44,Los Angeles,English,7652,24184,9,Technology,2022-01-04,Innovate Infinity
124554,Men 35-44,Market Expansion,15 Days,Facebook,0.13,$3110.27,1.48,Los Angeles,English,7663,24219,5,Technology,2022-06-20,Innovate Infinity
940350,Men 35-44,Increase Sales,15 Days,Facebook,0.05,$3113.57,2.46,Los Angeles,English,7673,24246,10,Technology,2022-09-26,Cyber Circuit
348488,Men 35-44,Brand Awareness,15 Days,Instagram,0.06,$3115.62,1.46,Los Angeles,English,7679,24264,6,Technology,2022-05-04,Innovate Infinity
244630,Women 35-44,Brand Awareness,15 Days,Twitter,0.07,$3117.50,5.43,Los Angeles,English,7684,24281,4,Technology,2022-02-01,Gadget Giants
520343,Women 45-60,Increase Sales,15 Days,Facebook,0.03,$3121.77,7.47,Los Angeles,English,7696,24315,4,Technology,2022-08-26,Quantum Quirks
485699,Men 25-34,Increase Sales,15 Days,Facebook,0.11,$3122.94,0.11,Los Angeles,English,7698,24322,5,Technology,2022-12-07,Silicon Saga
570303,Men 25-34,Product Launch,15 Days,Instagram,0.06,$3123.80,2.28,Los Angeles,English,7701,24331,7,Technology,2022-03-14,Cyber Circuit
519977,All Ages,Increase Sales,15 Days,Instagram,0.03,$3125.49,2.95,Los Angeles,English,7707,24347,5,Technology,2022-03-11,Code Crafters
431075,Men 18-24,Increase Sales,15 Days,Twitter,0.13,$3128.82,7.9,Los Angeles,English,7716,24374,4,Technology,2022-10-20,NexGen Nerds
881763,Men 35-44,Brand Awareness,15 Days,Facebook,0.02,$3132.40,0.16,Los Angeles,English,7724,24399,6,Technology,2022-01-11,Pixel Pioneers
627595,Men 45-60,Product Launch,15 Days,Facebook,0.09,$3133.36,1.72,Los Angeles,English,7727,24407,5,Technology,2022-06-24,Code Crafters
753534,Women 18-24,Increase Sales,15 Days,Facebook,0.09,$3138.52,2.82,Los Angeles,English,7738,24439,3,Technology,2022-12-04,Giga Geeks
591076,Men 35-44,Brand Awareness,15 Days,Pinterest,0.01,$3144.63,0.6095281691150432,Los Angeles,English,4553,15807,1,Technology,2022-08-28,Quantum Quirks
827452,Women 45-60,Increase Sales,15 Days,Facebook,0.07,$3145.67,5.11,Los Angeles,English,7755,24491,10,Technology,2022-09-01,Pixel Pioneers
147252,Men 18-24,Market Expansion,15 Days,Twitter,0.09,$3148.21,0.87,Los Angeles,English,7762,24510,4,Technology,2022-03-09,Gadget Giants
728758,Men 35-44,Product Launch,15 Days,Twitter,0.06,$3153.64,3.39,Los Angeles,English,7776,24551,10,Technology,2022-09-26,Tech Titans
456228,All Ages,Market Expansion,15 Days,Instagram,0.07,$3160.44,4.14,Los Angeles,English,7793,24603,1,Technology,2022-02-08,Gadget Giants
783866,Women 45-60,Brand Awareness,15 Days,Twitter,0.04,$3163.62,4.69,Los Angeles,English,7801,24627,10,Technology,2022-09-14,Gadget Giants
399396,Men 35-44,Brand Awareness,15 Days,Facebook,0.13,$3169.34,5.52,Los Angeles,English,7815,24668,6,Technology,2022-07-18,Code Crafters
670335,Women 25-34,Market Expansion,15 Days,Pinterest,0.03,$3176.53,0.016087253730309,Los Angeles,English,4600,15962,1,Technology,2022-01-24,Giga Geeks
550580,Men 18-24,Market Expansion,15 Days,Facebook,0.02,$3187.61,4.86,Los Angeles,English,7863,24810,8,Technology,2022-02-22,Giga Geeks
706833,All Ages,Increase Sales,15 Days,Facebook,0.07,$3190.93,2.87,Los Angeles,English,7872,24836,4,Technology,2022-11-02,Tech Titans
822960,Women 25-34,Market Expansion,15 Days,Facebook,0.1,$3193.83,1.6,Los Angeles,English,7879,24857,4,Technology,2022-06-01,Code Crafters
294569,Men 25-34,Product Launch,15 Days,Pinterest,0.01,$3200.78,0.4146936517146334,Los Angeles,English,4636,16079,1,Technology,2022-07-08,Silicon Saga
460897,Men 18-24,Market Expansion,15 Days,Instagram,0.14,$3205.79,1.22,Los Angeles,English,7907,24941,7,Technology,2022-11-24,Quantum Quirks
595516,Men 18-24,Product Launch,15 Days,Instagram,0.11,$3214.70,0.19,Los Angeles,English,7933,25019,10,Technology,2022-08-17,Code Crafters
980510,Women 35-44,Increase Sales,15 Days,Facebook,0.1,$3224.15,2.06,Los Angeles,English,7958,25092,6,Technology,2022-10-29,Silicon Saga
999108,Men 25-34,Product Launch,15 Days,Twitter,0.11,$3228.97,0.02,Los Angeles,English,7971,25129,1,Technology,2022-09-19,Pixel Pioneers
771758,Women 18-24,Increase Sales,15 Days,Pinterest,0.07,$3229.59,0.7882754327851438,Los Angeles,English,4682,16226,1,Technology,2022-04-19,Code Crafters
584833,Men 18-24,Brand Awareness,15 Days,Facebook,0.04,$3235.12,1.13,Los Angeles,English,7987,25177,8,Technology,2022-01-20,Quantum Quirks
355421,Men 35-44,Increase Sales,15 Days,Pinterest,0.1,$3235.74,0.8990987362606062,Los Angeles,English,4692,16258,1,Technology,2022-01-26,Cyber Circuit
917328,All Ages,Market Expansion,15 Days,Facebook,0.07,$3237.08,5.71,Los Angeles,English,7992,25193,5,Technology,2022-07-27,Innovate Infinity
193034,Men 18-24,Market Expansion,15 Days,Instagram,0.08,$3240.44,4.06,Los Angeles,English,8000,25216,10,Technology,2022-10-21,Code Crafters
796608,Women 35-44,Increase Sales,15 Days,Twitter,0.11,$3241.36,2.2,Los Angeles,English,8003,25226,10,Technology,2022-01-28,Innovate Infinity
906558,Women 25-34,Market Expansion,15 Days,Facebook,0.05,$3242.43,3.59,Los Angeles,English,8005,25232,2,Technology,2022-07-30,Silicon Saga
984671,Men 45-60,Brand Awareness,15 Days,Pinterest,0.06,$3250.21,0.4897675024560757,Los Angeles,English,4713,16328,1,Technology,2022-10-16,Innovate Infinity
517076,Men 45-60,Increase Sales,15 Days,Twitter,0.1,$3262.91,1.01,Los Angeles,English,8059,25389,5,Technology,2022-04-14,Innovate Infinity
964512,Men 25-34,Increase Sales,15 Days,Pinterest,0.03,$3267.01,0.5094297014597868,Los Angeles,English,4739,16413,1,Technology,2022-11-17,Cyber Circuit
141399,Men 18-24,Brand Awareness,15 Days,Instagram,0.15,$3267.34,3.42,Los Angeles,English,8070,25425,3,Technology,2022-10-03,Cyber Circuit
585466,Women 35-44,Product Launch,15 Days,Facebook,0.11,$3268.06,4.28,Los Angeles,English,8073,25432,10,Technology,2022-10-16,Tech Titans
528387,Women 45-60,Product Launch,15 Days,Facebook,0.08,$3279.05,2.61,Los Angeles,English,8101,25517,2,Technology,2022-09-01,Giga Geeks
955075,Men 18-24,Increase Sales,15 Days,Twitter,0.09,$3281.55,6.99,Los Angeles,English,8109,25538,9,Technology,2022-06-28,Pixel Pioneers
380301,All Ages,Market Expansion,15 Days,Instagram,0.09,$3283.00,6.05,Los Angeles,English,8113,25552,10,Technology,2022-03-28,Cyber Circuit
395462,Men 25-34,Market Expansion,15 Days,Instagram,0.12,$3284.08,7.02,Los Angeles,English,8116,25560,2,Technology,2022-03-30,Code Crafters
732780,Women 18-24,Increase Sales,15 Days,Instagram,0.06,$3290.87,5.29,Los Angeles,English,8133,25610,9,Technology,2022-09-04,Gadget Giants
818597,Women 45-60,Brand Awareness,15 Days,Instagram,0.07,$3292.84,1.74,Los Angeles,English,8138,25623,10,Technology,2022-03-04,Tech Titans
936005,Women 25-34,Market Expansion,15 Days,Facebook,0.08,$3294.76,1.68,Los Angeles,English,8144,25642,1,Technology,2022-03-25,Giga Geeks
965362,Men 35-44,Market Expansion,15 Days,Instagram,0.14,$3296.55,6.59,Los Angeles,English,8149,25658,8,Technology,2022-05-28,Giga Geeks
948282,Women 45-60,Increase Sales,15 Days,Facebook,0.06,$3297.38,1.78,Los Angeles,English,8151,25665,4,Technology,2022-09-04,Code Crafters
197079,Women 25-34,Market Expansion,15 Days,Twitter,0.09,$3303.05,6.93,Los Angeles,English,8167,25711,9,Technology,2022-04-20,Quantum Quirks
170462,Women 45-60,Product Launch,15 Days,Instagram,0.04,$3303.42,1.37,Los Angeles,English,8169,25716,10,Technology,2022-02-26,Gadget Giants
428495,Men 25-34,Brand Awareness,15 Days,Facebook,0.01,$3303.51,3.69,Los Angeles,English,8169,25716,8,Technology,2022-01-13,Giga Geeks
180119,Women 45-60,Brand Awareness,15 Days,Instagram,0.05,$3305.29,7.21,Los Angeles,English,8174,25731,9,Technology,2022-10-28,Cyber Circuit
781359,Women 25-34,Brand Awareness,15 Days,Twitter,0.06,$3309.62,2.11,Los Angeles,English,8183,25759,6,Technology,2022-10-24,Cyber Circuit
336655,Men 18-24,Brand Awareness,15 Days,Facebook,0.06,$3312.80,2.52,Los Angeles,English,8193,25786,1,Technology,2022-07-08,Cyber Circuit
334154,Men 45-60,Market Expansion,15 Days,Instagram,0.14,$3315.53,2.07,Los Angeles,English,8201,25811,7,Technology,2022-05-21,Cyber Circuit
676284,Men 35-44,Increase Sales,15 Days,Pinterest,0.08,$3318.82,0.1733848457599976,Los Angeles,English,4821,16682,1,Technology,2022-05-19,Quantum Quirks
134453,Men 45-60,Increase Sales,15 Days,Instagram,0.08,$3319.82,7.79,Los Angeles,English,8212,25845,3,Technology,2022-11-08,Silicon Saga
769277,Men 18-24,Increase Sales,15 Days,Facebook,0.08,$3321.49,6.36,Los Angeles,English,8218,25863,5,Technology,2022-08-13,Innovate Infinity
981522,Men 18-24,Product Launch,15 Days,Facebook,0.04,$3328.53,6.05,Los Angeles,English,8238,25921,8,Technology,2022-09-15,Innovate Infinity
132293,Women 25-34,Market Expansion,15 Days,Pinterest,0.02,$3328.64,0.9974097312791615,Los Angeles,English,4838,16735,1,Technology,2022-09-17,Innovate Infinity
455810,Men 25-34,Increase Sales,15 Days,Instagram,0.04,$3329.30,2.65,Los Angeles,English,8240,25926,4,Technology,2022-11-21,Giga Geeks
428534,Women 18-24,Brand Awareness,15 Days,Pinterest,0.12,$3330.33,0.7006892735867944,Los Angeles,English,4840,16742,1,Technology,2022-10-22,Quantum Quirks
985281,Men 25-34,Product Launch,15 Days,Twitter,0.04,$3332.11,4.65,Los Angeles,English,8246,25945,5,Technology,2022-08-25,Cyber Circuit
156024,Men 45-60,Brand Awareness,15 Days,Facebook,0.03,$3333.69,5.86,Los Angeles,English,8249,25955,6,Technology,2022-09-02,Tech Titans
416696,Men 25-34,Product Launch,15 Days,Twitter,0.1,$3339.84,2.34,Los Angeles,English,8265,26001,6,Technology,2022-04-26,Pixel Pioneers
184057,All Ages,Market Expansion,15 Days,Instagram,0.03,$3340.76,0.57,Los Angeles,English,8267,26006,6,Technology,2022-03-24,Cyber Circuit
983369,All Ages,Brand Awareness,15 Days,Pinterest,0.04,$3348.90,1.2530183183274053,Los Angeles,English,4868,16833,1,Technology,2022-05-12,NexGen Nerds
933997,Women 35-44,Product Launch,15 Days,Facebook,0.12,$3352.30,7.47,Los Angeles,English,8297,26096,8,Technology,2022-03-02,Gadget Giants
221456,Men 45-60,Market Expansion,15 Days,Twitter,0.06,$3352.72,1.44,Los Angeles,English,8298,26100,6,Technology,2022-06-16,Gadget Giants
318830,Women 35-44,Increase Sales,15 Days,Instagram,0.06,$3353.85,5.15,Los Angeles,English,8303,26114,9,Technology,2022-07-09,Quantum Quirks
148554,Women 45-60,Increase Sales,15 Days,Twitter,0.12,$3357.00,4.94,Los Angeles,English,8312,26141,2,Technology,2022-03-19,Giga Geeks
427857,Men 18-24,Brand Awareness,15 Days,Instagram,0.08,$3365.03,0.04,Los Angeles,English,8332,26201,10,Technology,2022-04-15,Giga Geeks
581870,Men 25-34,Increase Sales,15 Days,Facebook,0.12,$3367.81,0.78,Los Angeles,English,8340,26224,5,Technology,2022-06-19,NexGen Nerds
318371,Men 35-44,Product Launch,15 Days,Instagram,0.03,$3368.69,0.17,Los Angeles,English,8343,26231,2,Technology,2022-04-11,Innovate Infinity
330462,Women 25-34,Increase Sales,15 Days,Facebook,0.05,$3372.72,2.48,Los Angeles,English,8354,26264,9,Technology,2022-07-21,Giga Geeks
837004,All Ages,Increase Sales,15 Days,Instagram,0.13,$3381.36,0.96,Los Angeles,English,8376,26329,10,Technology,2022-04-18,Code Crafters
872969,All Ages,Increase Sales,15 Days,Twitter,0.14,$3381.89,5.39,Los Angeles,English,8377,26332,6,Technology,2022-04-04,Tech Titans
914252,Men 35-44,Product Launch,15 Days,Instagram,0.14,$3385.20,0.43,Los Angeles,English,8385,26357,8,Technology,2022-07-02,Giga Geeks
